Straße;Hausnummernbereich;PLZ;Stadtteil
"Lohplatz";"1 - 39";"51465";"Sand"
"Lohplatz";"2 - 16";"51465";"Sand"
"Lortzingstraße";"1 - 15";"51467";"Schildgen"
"Lortzingstraße";"4 - 28";"51467";"Schildgen"
"Lothar-Kreyssig-Straße";"1 - 7";"51469";"Paffrath"
"Lothar-Kreyssig-Straße";"4 - 26";"51469";"Paffrath"
"Lothar-Kreyssig-Straße";"21 - 25";"51469";"Paffrath"
"Lubahnstraße";"1 - 11";"51429";"Bensberg"
"Lubahnstraße";"2 - 12";"51429";"Bensberg"
"Lucie-Kahlenborn-Straße";"2 - 46";"51427";"Refrath"
"Lucie-Kahlenborn-Straße";"3 - 27";"51427";"Refrath"
"Lückerather Weg";"37 - 47";"51429";"Lückerath"
"Lückerather Weg";"38 - 38";"51429";"Lückerath"
"Lückerather Weg";"44 - 50";"51429";"Lückerath"
"Lückerather Weg";"47 - 55";"51429";"Lückerath"
"Lückerather Weg";"54 - 92";"51429";"Lückerath"
"Lückerather Weg";"57 - 63";"51429";"Lückerath"
"Lückerather Weg";"67 - 81";"51429";"Lückerath"
"Ludwig-Quidde-Straße";"3 - 29";"51469";"Hand"
"Ludwig-Quidde-Straße";"4 - 22";"51469";"Hand"
"Lustheide";"1 - 57";"51427";"Lustheide"
"Lustheide";"4 - 40";"51427";"Lustheide"
"Lustheide";"44 - 110";"51427";"Lustheide"
"Lustheide";"59 - 105";"51427";"Lustheide"
"Lustheide";"111 - 111";"51427";"Lustheide"
"Lustheide";"124 - 144";"51427";"Lustheide"
"Lutonstraße";"1 - 53";"51469";"Gronau"
"Lutonstraße";"2 - 22";"51469";"Gronau"
"Malteserweg";"1 - 11";"51465";"Herrenstrunden"
"Malteserweg";"2 - 24";"51465";"Herrenstrunden"
"Margaretenhöhe";"1 - 31";"51465";"Stadtmitte"
"Margaretenhöhe";"2 - 36";"51465";"Stadtmitte"
"Maria-Juchacz-Straße";"1 - 5";"51469";"Paffrath"
"Maria-Juchacz-Straße";"2 - 6";"51469";"Paffrath"
"Maria-Zanders-Anlage";"1 - 10";"51465";"Stadtmitte"
"Marienburger Straße";"1 - 21";"51469";"Hand"
"Marienburger Straße";"2 - 32";"51469";"Hand"
"Marienhöhe";"1 - 3";"51465";"Stadtmitte"
"Marijampolestraße";"2 - 14";"51469";"Hand"
"Marijampolestraße";"3 - 7";"51469";"Hand"
"Marijampolestraße";"11 - 93";"51469";"Hand"
"Marijampolestraße";"16 - 26";"51469";"Hand"
"Markt";"3 - 3";"51429";"Bensberg"
"Markt";"6 - 7";"51429";"Bensberg"
"Martin-Luther-King-Straße";"1 - 7";"51469";"Hand"
"Martin-Luther-King-Straße";"2 - 12";"51469";"Hand"
"Martin-Luther-Straße";"1 - 7";"51469";"Heidkamp"
"Martin-Luther-Straße";"2 - 8";"51469";"Heidkamp"
"Martin-Luther-Straße";"10 - 22";"51469";"Heidkamp"
"Martin-Luther-Straße";"11 - 43";"51469";"Heidkamp"
"Martin-Luther-Straße";"32 - 34";"51469";"Heidkamp"
"Mathilde-Wrede-Straße";"1 - 5";"51469";"Paffrath"
"Max-Baermann-Straße";"1 - 43";"51429";"Moitzfeld"
"Max-Baermann-Straße";"2 - 48";"51429";"Moitzfeld"
"Max-Born-Straße";"1 - 29";"51429";"Moitzfeld"
"Max-Born-Straße";"2 - 20";"51429";"Moitzfeld"
"Max-Bruch-Straße";"1 - 9";"51465";"Stadtmitte"
"Max-Bruch-Straße";"2 - 40";"51465";"Stadtmitte"
"Max-Bruch-Straße";"15 - 33";"51465";"Stadtmitte"
"Max-Joseph-Straße";"1 - 23";"51429";"Lückerath"
"Max-Joseph-Straße";"2 - 28";"51429";"Lückerath"
"Max-Planck-Straße";"1 - 65";"51467";"Schildgen"
"Max-von-Laue-Straße";"1 - 21";"51429";"Moitzfeld"
"Meisenweg";"1 - 15";"51467";"Hebborn"
"Meisenweg";"2 - 12";"51467";"Hebborn"
"Meisheide";"1 - 15";"51429";"Moitzfeld"
"Meisheide";"8 - 24";"51429";"Moitzfeld"
"Meisheider Wald";"8 - 16";"51429";"Moitzfeld"
"Memeler Straße";"1 - 5";"51469";"Hand"
"Memeler Straße";"2 - 8";"51469";"Hand"
"Mendelssohnstraße";"1 - 11";"51467";"Schildgen"
"Menzelstraße";"1 - 15";"51427";"Refrath"
"Menzelstraße";"2 - 16";"51427";"Refrath"
"Merkelweg";"1 - 5";"51427";"Refrath"
"Merkelweg";"2 - 12";"51427";"Refrath"
"Michaelshöhe";"2 - 12";"51465";"Stadtmitte"
"Milchbornhöhe";"1 - 5";"51429";"Bensberg"
"Milchbornhöhe";"2 - 8";"51429";"Bensberg"
"Milchborntalweg";"1 - 29";"51429";"Bensberg"
"Milchborntalweg";"4 - 6";"51429";"Bensberg"
"Milchborntalweg";"10 - 16";"51429";"Bensberg"
"Milchborntalweg";"24 - 32";"51429";"Bensberg"
"Milchborntalweg";"31 - 33";"51429";"Bensberg"
"Milchborntalweg";"34 - 68";"51429";"Bensberg"
"Milchborntalweg";"39 - 41";"51429";"Bensberg"
"Milchborntalweg";"43 - 79";"51429";"Bensberg"
"Milchborntalweg";"76 - 94";"51429";"Bensberg"
"Milchborntalweg";"83 - 105";"51429";"Bensberg"
"Mitteleschbach";"1 - 13";"51429";"Moitzfeld"
"Mitteleschbach";"2 - 24";"51429";"Moitzfeld"
"Mohnweg";"1 - 13";"51427";"Alt-Refrath"
"Mohnweg";"2 - 4";"51427";"Alt-Refrath"
"Mohnweg";"8 - 8";"51427";"Alt-Refrath"
"Mohnweg";"12 - 16";"51427";"Alt-Refrath"
"Mohnweg";"17 - 21";"51427";"Refrath"
"Mohnweg";"18 - 24";"51427";"Refrath"
"Moitzfeld";"2 - 4";"51429";"Moitzfeld"
"Moitzfeld";"5 - 35";"51429";"Moitzfeld"
"Moitzfeld";"34 - 46";"51429";"Moitzfeld"
"Moitzfeld";"41 - 47";"51429";"Moitzfeld"
"Moitzfeld";"49 - 65";"51429";"Moitzfeld"
"Moitzfeld";"67 - 75";"51429";"Moitzfeld"
"Moitzfeld";"77 - 77";"51429";"Moitzfeld"
"Moitzfeld";"86 - 86";"51429";"Moitzfeld"
"Moitzfeld";"88 - 88";"51429";"Moitzfeld"
"Moitzfeld";"94 - 100";"51429";"Moitzfeld"
"Moltkestraße";"7 - 15";"51429";"Kaule"
"Moltkestraße";"8 - 12";"51429";"Kaule"
"Montanusstraße";"1 - 1";"51429";"Bensberg"
"Montanusstraße";"2 - 2";"51429";"Bensberg"
"Montanusstraße";"8 - 30";"51429";"Lückerath"
"Montanusstraße";"9 - 23";"51429";"Lückerath"
"Mörikestraße";"1 - 5";"51429";"Herkenrath"
"Mörikestraße";"2 - 20";"51429";"Herkenrath"
"Moureauxstraße";"1 - 41";"51429";"Kaule"
"Moureauxstraße";"2 - 46";"51429";"Kaule"
"Mozartstraße";"1 - 13";"51427";"Frankenforst"
"Mozartstraße";"2 - 20";"51427";"Frankenforst"
"Mühlenstraße";"3 - 27";"51469";"Hand"
"Mühlenstraße";"12 - 60";"51469";"Hand"
"Mühlenstraße";"41 - 63";"51469";"Hand"
"Mühlenstraße";"62 - 76";"51469";"Hand"
"Mühlenstraße";"67 - 89";"51469";"Hand"
"Mühlenstraße";"84 - 112";"51469";"Hand"
"Mühlenstraße";"113 - 121";"51469";"Hand"
"Mühlenstraße";"114 - 118";"51469";"Hand"
"Mülheimer Straße";"2 - 32";"51469";"Gronau"
"Mülheimer Straße";"34 - 106";"51469";"Gronau"
"Mülheimer Straße";"41 - 45";"51469";"Gronau"
"Mülheimer Straße";"47 - 73";"51469";"Gronau"
"Mülheimer Straße";"79 - 101";"51469";"Gronau"
"Mülheimer Straße";"110 - 128";"51469";"Gronau"
"Mülheimer Straße";"111 - 179";"51469";"Gronau"
"Mülheimer Straße";"156 - 166";"51469";"Gronau"
"Mülheimer Straße";"184 - 268";"51469";"Gronau"
"Mülheimer Straße";"185 - 247";"51469";"Gronau"
"Mutzer Feld";"1 - 7";"51467";"Hebborn"
"Mutzer Feld";"2 - 6";"51467";"Hebborn"
"Mutzer Heide";"1 - 57";"51467";"Hebborn"
"Mutzer Heide";"2 - 40";"51467";"Hebborn"
"Mutzer Straße";"16 - 16";"51467";"Hebborn"
"Mutzer Straße";"17 - 29";"51467";"Hebborn"
"Mutzer Straße";"18 - 46";"51467";"Hebborn"
"Mutzer Straße";"43 - 57";"51467";"Hebborn"
"Mutzer Straße";"48 - 68";"51467";"Hebborn"
"Mutzer Straße";"61 - 79";"51467";"Hebborn"
"Mutzer Straße";"70 - 84";"51467";"Hebborn"
"Mutzer Straße";"81 - 139";"51467";"Hebborn"
"Mutzer Straße";"88 - 116";"51467";"Hebborn"
"Mutzer Straße";"118 - 120";"51467";"Hebborn"
"Nachtigallenstraße";"1 - 7";"51427";"Frankenforst"
"Nachtigallenstraße";"2 - 2";"51427";"Frankenforst"
"Nachtigallenstraße";"6 - 6";"51427";"Frankenforst"
"Nachtigallenstraße";"11 - 25";"51427";"Frankenforst"
"Neuborn";"4 - 14";"51429";"Lückerath"
"Neuborn";"5 - 5";"51429";"Lückerath"
"Neudiepeschrath";"3 - 4";"51469";"Paffrath"
"Neue Nußbaumer Straße";"1 - 17";"51469";"Paffrath"
"Neue Nußbaumer Straße";"2 - 4";"51469";"Paffrath"
"Neue Nußbaumer Straße";"12 - 14";"51469";"Paffrath"
"Neuenhaus";"3 - 29";"51429";"Moitzfeld"
"Neuenhaus";"6 - 28";"51429";"Moitzfeld"
"Neuenhauser Weg";"1 - 3";"51467";"Katterbach"
"Neuenhauser Weg";"2 - 32";"51467";"Katterbach"
"Neuenhauser Weg";"5 - 7";"51467";"Katterbach"
"Neuenweg";"1 - 19";"51429";"Kaule"
"Neuenweg";"2 - 4";"51429";"Kaule"
"Neuenweg";"4 - 20";"51429";"Kaule"
"Neuenweg";"22 - 24";"51429";"Lückerath"
"Neuenweg";"25 - 29";"51429";"Kaule"
"Neuenweg";"31 - 31";"51429";"Lückerath"
"Neuer Traßweg";"1 - 17";"51427";"Alt-Refrath"
"Neuer Traßweg";"6 - 20";"51427";"Alt-Refrath"
"Neuer Traßweg";"21 - 41";"51427";"Kippekausen"
"Neuer Traßweg";"24 - 58";"51427";"Kippekausen"
"Neufeldweg";"2 - 4";"51427";"Lustheide"
"Neufeldweg";"3 - 21";"51427";"Lustheide"
"Neufeldweg";"6 - 24";"51427";"Lustheide"
"Neufeldweg";"23 - 27";"51427";"Lustheide"
"Neufeldweg";"24 - 24";"51427";"Lustheide"
"Neufeldweg";"26 - 26";"51427";"Lustheide"
"Niedenhof";"1 - 7";"51427";"Refrath"
"Niedenhof";"4 - 8";"51427";"Refrath"
"Niedenhof";"11 - 17";"51427";"Refrath"
"Niedenhof";"12 - 18";"51427";"Refrath"
"Niedenhofsbusch";"1 - 10";"51427";"Lustheide"
"Nikolaus-Groß-Straße";"1 - 11";"51427";"Kippekausen"
"Nikolaus-Groß-Straße";"8 - 8";"51427";"Kippekausen"
"Nikolaus-Lenau-Straße";"1 - 1";"51469";"Gronau"
"Nikolaus-Lenau-Straße";"2 - 10";"51469";"Gronau"
"Nikolaus-Lenau-Straße";"11 - 13";"51469";"Gronau"
"Nikolaus-Lenau-Straße";"15 - 16";"51469";"Gronau"
"Nikolausstraße";"1 - 5";"51429";"Bensberg"
"Nikolausstraße";"4 - 4";"51429";"Bensberg"
"Nikolausstraße";"7 - 11";"51429";"Bensberg"
"Nittumer Weg";"1 - 53";"51467";"Schildgen"
"Nittumer Weg";"2 - 8";"51467";"Schildgen"
"Nittumer Weg";"12 - 44";"51467";"Schildgen"
"Nittumer Weg";"48 - 56";"51467";"Schildgen"
"Nittumer Weg";"58 - 70";"51467";"Schildgen"
"Nittumer Weg";"63 - 71";"51467";"Schildgen"
"Nittumer Weg";"74 - 78";"51467";"Schildgen"
"Nußbaum";"1 - 1";"51467";"Nußbaum"
"Nußbaum";"2 - 2";"51467";"Nußbaum"
"Nußbaum";"31 - 34";"51467";"Nußbaum"
"Nußbaum";"36 - 36";"51467";"Nußbaum"
"Nußbaumer Berg";"2 - 8";"51467";"Nußbaum"
"Nußbaumer Berg";"7 - 9";"51467";"Nußbaum"
"Nußbaumer Berg";"16 - 20";"51467";"Nußbaum"
"Nußbaumer Berg";"19 - 55";"51467";"Nußbaum"
"Nußbaumer Berg";"22 - 30";"51467";"Nußbaum"
"Nußbaumer Berg";"34 - 42";"51467";"Nußbaum"
"Nußbaumer Bungert";"2 - 50";"51467";"Nußbaum"
"Nußbaumer Bungert";"3 - 37";"51467";"Nußbaum"
"Nußbaumer Feld";"1 - 17";"51467";"Nußbaum"
"Nußbaumer Feld";"2 - 18";"51467";"Nußbaum"
"Nußbaumer Garten";"1 - 1";"51467";"Nußbaum"
"Nußbaumer Garten";"2 - 18";"51467";"Nußbaum"
"Nußbaumer Kamp";"1 - 11";"51467";"Nußbaum"
"Nußbaumer Kamp";"4 - 14";"51467";"Nußbaum"
"Nußbaumer Straße";"3 - 23";"51469";"Paffrath"
"Nußbaumer Straße";"4 - 24";"51469";"Paffrath"
"Nußbaumer Straße";"25 - 39";"51469";"Paffrath"
"Nußbaumer Straße";"26 - 26";"51469";"Paffrath"
"Nußbaumer Straße";"47 - 69";"51467";"Nußbaum"
"Nußbaumer Straße";"50 - 74";"51467";"Nußbaum"
"Nußbaumer Straße";"71 - 97";"51467";"Nußbaum"
"Nußbaumer Straße";"80 - 104";"51467";"Nußbaum"
"Nußbaumer Wiese";"1 - 11";"51467";"Nußbaum"
"Nußbaumer Wiese";"4 - 34";"51467";"Nußbaum"
"Nußbaumer Winkel";"1 - 11";"51467";"Nußbaum"
"Nußbaumer Winkel";"2 - 22";"51467";"Nußbaum"
"Oberasselborn";"1 - 15";"51429";"Asselborn"
"Oberasselborn";"2 - 14";"51429";"Asselborn"
"Oberasselborn";"37 - 39";"51429";"Asselborn"
"Oberdreispringen";"2 - 20";"51429";"Bärbroich"
"Oberdreispringen";"11 - 29";"51429";"Bärbroich"
"Obereschbach";"1 - 1";"51429";"Moitzfeld"
"Obereschbach";"3 - 21";"51429";"Moitzfeld"
"Obereschbach";"8 - 18";"51429";"Moitzfeld"
"Obereschbach";"23 - 23";"51429";"Moitzfeld"
"Oberheide";"2 - 8";"51429";"Asselborn"
"Oberheide";"3 - 15";"51429";"Asselborn"
"Oberheidkamper Straße";"4 - 48";"51469";"Heidkamp"
"Oberheidkamper Straße";"21 - 25";"51469";"Heidkamp"
"Oberheidkamper Straße";"31 - 65";"51469";"Heidkamp"
"Oberheidkamper Straße";"50 - 92";"51469";"Heidkamp"
"Oberheidkamper Straße";"71 - 87";"51469";"Heidkamp"
"Oberheidkamper Straße";"97 - 119";"51469";"Heidkamp"
"Oberheidkamper Straße";"100 - 102";"51469";"Heidkamp"
"Oberholz";"2 - 7";"51467";"Romaney"
"Oberhombach";"1 - 5";"51429";"Herrenstrunden"
"Oberkülheim";"1 - 5";"51429";"Bärbroich"
"Oberkülheim";"2 - 18";"51429";"Bärbroich"
"Oberkülheim";"7 - 31";"51429";"Bärbroich"
"Oberkülheim";"22 - 44";"51429";"Bärbroich"
"Oberkülheimer Hof";"2 - 20";"51429";"Bärbroich"
"Oberlerbach";"1 - 1";"51465";"Sand"
"Oberlerbach";"2 - 5";"51465";"Sand"
"Oberlückerath";"1 - 59";"51429";"Lückerath"
"Oberlückerath";"2 - 34";"51429";"Lückerath"
"Oberlückerath";"36 - 56";"51429";"Lückerath"
"Obersaal";"1 - 11";"51429";"Lückerath"
"Obersaal";"10 - 12";"51429";"Lückerath"
"Oberselbach";"1 - 7";"51429";"Bärbroich"
"Obersteinbach";"2 - 14";"51429";"Asselborn"
"Obersteinbach";"3 - 9";"51429";"Asselborn"
"Oberthal";"1 - 1";"51465";"Herrenstrunden"
"Obervolbach";"1 - 1";"51429";"Herkenrath"
"Obervolbach";"2 - 20";"51429";"Herkenrath"
"Obervolbach";"23 - 63";"51429";"Herkenrath"
"Obervolbach";"26 - 54";"51429";"Herkenrath"
"Odenthaler Markweg";"1 - 13";"51467";"Schildgen"
"Odenthaler Markweg";"2 - 18";"51467";"Schildgen"
"Odenthaler Markweg";"17 - 39";"51467";"Schildgen"
"Odenthaler Markweg";"20 - 46";"51467";"Schildgen"
"Odenthaler Markweg";"46 - 54";"51467";"Schildgen"
"Odenthaler Markweg";"47 - 61";"51467";"Schildgen"
"Odenthaler Markweg";"56 - 68";"51467";"Schildgen"
"Odenthaler Straße";"17 - 19";"51465";"Stadtmitte"
"Odenthaler Straße";"45 - 77";"51465";"Stadtmitte"
"Odenthaler Straße";"101 - 127";"51465";"Stadtmitte"
"Odenthaler Straße";"110 - 166";"51465";"Stadtmitte"
"Odenthaler Straße";"143 - 165";"51465";"Stadtmitte"
"Odenthaler Straße";"167 - 215";"51467";"Hebborn"
"Odenthaler Straße";"168 - 214";"51467";"Hebborn"
"Odenthaler Straße";"220 - 264";"51467";"Hebborn"
"Odenthaler Straße";"225 - 261";"51467";"Hebborn"
"Odenthaler Straße";"269 - 269";"51467";"Hebborn"
"Odinweg";"1 - 31";"51429";"Bensberg"
"Odinweg";"8 - 52";"51429";"Bensberg"
"Oehmchenstraße";"5 - 23";"51469";"Heidkamp"
"Oehmchenstraße";"14 - 28";"51469";"Heidkamp"
"Offenbachstraße";"1 - 9";"51467";"Schildgen"
"Offenbachstraße";"2 - 16";"51467";"Schildgen"
"Olefant";"1 - 3";"51427";"Frankenforst"
"Olefant";"2 - 16";"51427";"Frankenforst"
"Olpensgut";"1 - 7";"51467";"Hebborn"
"Olpensgut";"2 - 10";"51467";"Hebborn"
"Om Rodde";"1 - 11";"51427";"Refrath"
"Om Rodde";"2 - 38";"51427";"Refrath"
"Om Rodde";"13 - 15";"51427";"Refrath"
"Ommerbornstraße";"8 - 30";"51465";"Sand"
"Ommerbornstraße";"9 - 65";"51465";"Sand"
"Ommerbornstraße";"34 - 64";"51465";"Sand"
"Opladenstraße";"1 - 1";"51429";"Lückerath"
"Opladenstraße";"2 - 2";"51429";"Lückerath"
"Otto-Hahn-Straße";"1 - 21";"51429";"Moitzfeld"
"Otto-Hahn-Straße";"14 - 30";"51429";"Moitzfeld"
"Ottoherscheid";"2 - 22";"51429";"Bärbroich"
"Ottoherscheid";"25 - 107";"51429";"Bärbroich"
"Ottoherscheid";"46 - 54";"51429";"Bärbroich"
"Ottoherscheid";"72 - 98";"51429";"Bärbroich"
"Ottostraße";"1 - 15";"51427";"Kippekausen"
"Ottostraße";"2 - 34";"51427";"Kippekausen"
"Overather Straße";"5 - 15";"51429";"Bensberg"
"Overather Straße";"6 - 12";"51429";"Bensberg"
"Overather Straße";"16 - 18";"51429";"Bensberg"
"Overather Straße";"19 - 23";"51429";"Bensberg"
"Overather Straße";"25 - 31";"51429";"Bensberg"
"Overather Straße";"26 - 28";"51429";"Bockenberg"
"Overather Straße";"32 - 32";"51429";"Bockenberg"
"Overather Straße";"51 - 57";"51429";"Bockenberg"
"Overather Straße";"120 - 120";"51429";"Moitzfeld"
"Overather Straße";"125 - 125";"51429";"Moitzfeld"
"Paffrather Mühle";"1 - 1";"51469";"Paffrath"
"Paffrather Straße";"152 - 172";"51469";"Paffrath"
"Paffrather Straße";"177 - 185";"51469";"Paffrath"
"Paffrather Straße";"178 - 202";"51469";"Paffrath"
"Paffrather Straße";"187 - 195";"51469";"Paffrath"
"Paffrather Straße";"206 - 244";"51469";"Paffrath"
"Paffrather Straße";"215 - 253";"51469";"Paffrath"
"Paffrather Straße";"261 - 265";"51469";"Paffrath"
"Paffrather Straße";"291 - 305";"51469";"Paffrath"
"Paffrather Straße";"294 - 296";"51469";"Paffrath"
"Paffrather Straße";"316 - 320";"51469";"Paffrath"
"Pannenberg";"7 - 91";"51469";"Paffrath"
"Pannenberg";"36 - 54";"51469";"Paffrath"
"Pannenberg";"56 - 84";"51469";"Paffrath"
"Pannenberg";"86 - 134";"51469";"Paffrath"
"Pannenberg";"97 - 121";"51469";"Paffrath"
"Pappelweg";"1 - 21";"51467";"Schildgen"
"Pappelweg";"2 - 10";"51467";"Schildgen"
"Paracelsusstraße";"1 - 13";"51465";"Stadtmitte"
"Paracelsusstraße";"4 - 8";"51465";"Stadtmitte"
"Parkstraße";"1 - 17";"51427";"Frankenforst"
"Parkstraße";"2 - 22";"51427";"Frankenforst"
"Parkstraße";"24 - 40";"51427";"Frankenforst"
"Parkstraße";"25 - 33";"51427";"Frankenforst"
"Parkstraße";"35 - 43";"51427";"Frankenforst"
"Parkstraße";"42 - 94";"51427";"Frankenforst"
"Parkstraße";"45 - 49";"51427";"Frankenforst"
"Paul-Ehrlich-Straße";"1 - 37";"51465";"Stadtmitte"
"Paul-Ehrlich-Straße";"8 - 28";"51465";"Stadtmitte"
"Paul-Gerhardt-Straße";"1 - 17";"51427";"Refrath"
"Paul-Gerhardt-Straße";"6 - 6";"51427";"Refrath"
"Paul-Lücke-Straße";"1 - 47";"51429";"Herkenrath"
"Paul-Lücke-Straße";"2 - 54";"51429";"Herkenrath"
"Paulusstraße";"1 - 5";"51469";"Heidkamp"
"Paulusstraße";"2 - 14";"51469";"Heidkamp"
"Paulusstraße";"7 - 23";"51469";"Heidkamp"
"Paulusstraße";"16 - 36";"51469";"Heidkamp"
"Pehlengarten";"1 - 19";"51429";"Bensberg"
"Pehlengarten";"4 - 8";"51429";"Bensberg"
"Pehlengasse";"4 - 4";"51429";"Bensberg"
"Pestalozzistraße";"2 - 10";"51427";"Alt-Refrath"
"Pestalozzistraße";"3 - 9";"51427";"Alt-Refrath"
"Pestalozzistraße";"13 - 15";"51427";"Alt-Refrath"
"Peter-Bürling-Passage";"4 - 4";"51427";"Refrath"
"Peter-Bürling-Platz";"998 - 998";"51427";"Refrath"
"Peter-Landwehr-Straße";"1 - 25";"51469";"Paffrath"
"Peter-Landwehr-Straße";"2 - 14";"51469";"Paffrath"
"Peter-Walterscheidt-Str.";"1 - 7";"51469";"Hand"
"Peter-Walterscheidt-Str.";"2 - 66";"51469";"Hand"
"Peter-Walterscheidt-Str.";"9 - 17";"51469";"Hand"
"Peter-Walterscheidt-Str.";"19 - 91";"51469";"Hand"
"Petriweg";"1 - 6";"51427";"Lustheide"
"Pfarrer-Körner-Straße";"1 - 9";"51429";"Bensberg"
"Piddelbornsmühle";"4 - 4";"51469";"Gronau"
"Piddelbornstraße";"2 - 32";"51469";"Gronau"
"Piddelbornstraße";"7 - 21";"51469";"Gronau"
"Pippelstein";"1 - 1";"51427";"Lustheide"
"Pippelstein";"2 - 20";"51427";"Lustheide"
"Pippelstein";"3 - 11";"51427";"Lustheide"
"Pippelstein";"17 - 49";"51427";"Lustheide"
"Pippelstein";"22 - 36";"51427";"Lustheide"
"Pippelstein";"38 - 42";"51427";"Lustheide"
"Platanenweg";"1 - 7";"51467";"Schildgen"
"Platzer Höhenweg";"1 - 33";"51429";"Moitzfeld"
"Platzer Höhenweg";"2 - 46";"51429";"Moitzfeld"
"Platzer Höhenweg";"60 - 60";"51429";"Moitzfeld"
"Platzer Höhenweg";"61 - 61";"51429";"Moitzfeld"
"Plesser Straße";"4 - 28";"51469";"Hand"
"Plesser Straße";"5 - 11";"51469";"Hand"
"Portzenbusch";"1 - 39";"51465";"Herrenstrunden"
"Portzenbusch";"2 - 8";"51465";"Herrenstrunden"
"Portzenbusch";"12 - 36";"51465";"Herrenstrunden"
"Posener Straße";"2 - 6";"51469";"Hand"
"Posener Straße";"7 - 23";"51469";"Hand"
"Posener Straße";"12 - 14";"51469";"Hand"
"Posener Straße";"16 - 22";"51469";"Hand"
"Poststraße";"7 - 9";"51465";"Stadtmitte"
"Poststraße";"12 - 16";"51465";"Stadtmitte"
"Prager Straße";"1 - 31";"51469";"Hand"
"Prager Straße";"2 - 22";"51469";"Hand"
"Pützweg";"2 - 2";"51467";"Schildgen"
"Pützweg";"3 - 31";"51467";"Schildgen"
"Pützweg";"4 - 12";"51467";"Schildgen"
"Quellenweg";"1 - 15";"51429";"Bensberg"
"Quellenweg";"2 - 12";"51429";"Bensberg"
"Quirlsberg";"1 - 5";"51465";"Stadtmitte"
"Quirlsberg";"2 - 6";"51465";"Stadtmitte"
"Rathenaustraße";"1 - 3";"51427";"Frankenforst"
"Rathenaustraße";"4 - 8";"51427";"Frankenforst"
"Rather Weg";"1 - 1";"51427";"Lustheide"
"Refrather Weg";"1 - 31";"51465";"Stadtmitte"
"Refrather Weg";"2 - 12";"51465";"Stadtmitte"
"Refrather Weg";"14 - 24";"51465";"Stadtmitte"
"Refrather Weg";"26 - 28";"51469";"Gronau"
"Refrather Weg";"30 - 44";"51469";"Gronau"
"Refrather Weg";"33 - 33";"51465";"Stadtmitte"
"Refrather Weg";"35 - 57";"51469";"Gronau"
"Refrather Weg";"46 - 64";"51469";"Gronau"
"Refrather Weg";"68 - 76";"51469";"Gronau"
"Refrather Weg";"87 - 103";"51469";"Gronau"
"Reginharstraße";"1 - 9";"51429";"Bockenberg"
"Reginharstraße";"2 - 34";"51429";"Bockenberg"
"Reginharstraße";"13 - 13";"51429";"Bockenberg"
"Reginharstraße";"40 - 40";"51429";"Bockenberg"
"Reginharstraße";"42 - 42";"51429";"Bockenberg"
"Reineckeweg";"1 - 5";"51469";"Gronau"
"Reineckeweg";"6 - 12";"51469";"Gronau"
"Reiser";"1 - 15";"51429";"Kaule"
"Reiser";"4 - 16";"51429";"Kaule"
"Reiser";"18 - 26";"51429";"Kaule"
"Reiser";"21 - 23";"51429";"Kaule"
"Reiser";"25 - 27";"51429";"Kaule"
"Reiser";"34 - 48";"51429";"Kaule"
"Reisergrund";"1 - 3";"51429";"Kaule"
"Reisergrund";"2 - 4";"51429";"Kaule"
"Rennweg";"999 - 999";"51427";"Frankenforst"
"Reuterstraße";"149 - 155";"51467";"Hebborn"
"Reuterstraße";"150 - 164";"51467";"Hebborn"
"Reuterstraße";"157 - 175";"51467";"Hebborn"
"Reuterstraße";"185 - 191";"51467";"Hebborn"
"Reuterstraße";"186 - 188";"51467";"Hebborn"
"Reuterstraße";"201 - 211";"51467";"Nußbaum"
"Reuterstraße";"202 - 218";"51467";"Nußbaum"
"Reuterstraße";"213 - 237";"51467";"Nußbaum"
"Reuterstraße";"220 - 230";"51467";"Nußbaum"
"Reuterstraße";"232 - 236";"51467";"Nußbaum"
"Rheinhöhenweg";"2 - 42";"51465";"Stadtmitte"
"Rheinhöhenweg";"7 - 29";"51465";"Stadtmitte"
"Rheinhöhenweg";"31 - 31";"51465";"Stadtmitte"
"Richard-Dehmel-Straße";"2 - 20";"51469";"Gronau"
"Richard-Dehmel-Straße";"15 - 25";"51469";"Gronau"
"Richard-Seiffert-Straße";"1 - 21";"51469";"Heidkamp"
"Richard-Seiffert-Straße";"2 - 10";"51469";"Heidkamp"
"Richard-Seiffert-Straße";"14 - 26";"51469";"Heidkamp"
"Richard-Seiffert-Straße";"27 - 35";"51469";"Heidkamp"
"Richard-Seiffert-Straße";"34 - 34";"51469";"Heidkamp"
"Richard-Zanders-Straße";"2 - 16";"51465";"Stadtmitte"
"Richard-Zanders-Straße";"5 - 11";"51465";"Stadtmitte"
"Richard-Zanders-Straße";"15 - 23";"51465";"Stadtmitte"
"Richard-Zanders-Straße";"25 - 29";"51465";"Stadtmitte"
"Richard-Zanders-Straße";"31 - 47";"51469";"Heidkamp"
"Richard-Zanders-Straße";"32 - 32";"51465";"Stadtmitte"
"Richard-Zanders-Straße";"34 - 44";"51469";"Heidkamp"
"Richard-Zanders-Straße";"46 - 72";"51469";"Heidkamp"
"Richard-Zanders-Straße";"49 - 53";"51469";"Heidkamp"
"Richard-Zanders-Straße";"53 - 61";"51469";"Heidkamp"
